Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S
C3	bin.1	79.43	2) medium quality	87.63	1.64	66.67	Clostridiales	order	0.693	Unclassified	Unclassified	0.582	29266	2.02	16.89	110	80533	1498	38	1	0	0
C3	bin.12	69.27	2) medium quality	69.27	0	0	Odoribacter splanchnicus	species	0.959	Odoribacter splanchnicus	species	0.959	5925	2.46	7.97	462	17990	1982	17	0	0	0
C3	bin.22	85.67	3) high quality Nayfach	92.37	1.34	0	Clostridium sp. CAG:138	species	0.98	Clostridium sp. CAG:138	species	0.98	23915	1.89	11.79	121	60847	1661	41	0	0	1
C3	bin.28_sub	33.74	1) low quality	33.74	0	0	Candidatus Melainabacteria bacterium	species	0.878	Candidatus Melainabacteria bacterium	species	0.878	3786	0.56	7.75	140	12715	469	1	0	0	0
C3	bin.33	97.28	3) high quality Nayfach	97.28	0	0	Akkermansia muciniphila	species	0.953	Akkermansia muciniphila	species	0.953	97123	2.88	27.12	57	365326	2497	48	0	0	0
C3	bin.36	81.51	3) high quality Nayfach	94.96	2.69	0	uncultured Clostridiales bacterium	species	0.816	uncultured Clostridiales bacterium	species	0.816	33306	3.14	13.29	142	151487	2820	44	0	1	1
C3	bin.42	98.32	3) high quality Nayfach	98.32	0	0	[Eubacterium] siraeum V10Sc8a	strain	0.892	[Eubacterium] siraeum V10Sc8a	strain	0.892	116335	2.58	60.28	41	391491	2277	39	0	0	0
C3	bin.55	97.28	3) high quality Nayfach	97.28	0	0	Subdoligranulum	genus	0.785	Subdoligranulum sp. AM16-9	species	0.432	37037	3.25	16.99	124	138703	3008	37	0	0	0
C3	bin.57	97.09	3) high quality Nayfach	97.09	0	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.674	Unclassified	Unclassified	0.674	23159	1.76	18.24	118	62510	1544	27	0	0	0
C3	bin.67_sub	71.11	2) medium quality	79.46	1.67	25	Clostridiales	order	0.675	Clostridiales bacterium	species	0.371	6292	1.63	6.8	291	23051	1577	24	0	0	0
C3	bin.72	94.74	3) high quality Nayfach	94.74	0	0	Ruminococcus sp. CAG:488	species	0.931	Ruminococcus sp. CAG:488	species	0.931	26444	2.24	17.86	124	90169	1979	34	0	0	1
C3	bin.73	85.86	3) high quality Nayfach	91.26	1.08	0	Clostridia bacterium	species	0.89	Clostridia bacterium	species	0.89	16496	1.62	30.94	138	53074	1514	18	0	0	0
C3	maxbin.001	43.69	2) medium quality	92.64	9.79	90	Clostridiales bacterium	species	0.986	Clostridiales bacterium	species	0.986	387191	1.89	141.51	21	669014	1696	55	1	0	1
C3	maxbin.008_sub	69.42	2) medium quality	99.22	5.96	84.21	Bacteroides fragilis	species	0.776	Bacteroides fragilis YCH46	strain	0.387	67562	5.38	37.95	247	268332	4506	45	1	5	2
C3	maxbin.014	48.49	0) really bad	99.84	10.27	8.7	Clostridiales	order	0.686	Ruminococcaceae bacterium	species	0.416	35286	2.36	23.78	146	106355	2140	33	0	0	2
C3	maxbin.022_sub	38.91	2) medium quality	88.01	9.82	9.76	Bacteroidales	order	0.7	Phocaeicola vulgatus	species	0.566	9038	5.19	13.41	899	53982	4281	58	1	0	2
C3	maxbin.028	53.38	2) medium quality	91.33	7.59	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.763	Unclassified	Unclassified	0.763	19828	2.46	11.69	387	130391	1964	26	1	1	1
C3	maxbin.031_sub	6.98	1) low quality	8.08	0.22	0	Bacteria	superkingdom	0.663	Unclassified	Unclassified	0.212	3935	2.66	10.62	875	43125	2923	40	1	1	3
C3	maxbin.059_sub	-32.95	0) really bad	82.15	23.02	7.14	Bacteroidetes	phylum	0.663	Flavobacteriales bacterium UBA1820	species	0.489	2647	2.82	6.21	1236	27293	2621	29	0	5	4
C3	unbinned	-39010.45	0) really bad	100	7822.09	3.2	Bacteria	superkingdom	0.661	Unclassified	Unclassified	0.276	1361	293.47	0	599811	200729	0	2399	61	83	113
C30	14	73.42	2) medium quality	82.67	1.85	0	Phascolarctobacterium succinatutens	species	0.735	Phascolarctobacterium succinatutens CAG:287	strain	0.578	2876	1.54	6.19	613	13273	1540	15	0	0	0
C30	20	83.01	2) medium quality	86.16	0.63	0	[Eubacterium] rectale	species	0.73	[Eubacterium] rectale	species	0.73	3774	1.98	9.13	636	19786	1591	7	0	0	0
C30	bin.15	92.87	3) high quality Nayfach	95.12	0.45	50	Vibrio cholerae	species	0.706	Vibrio cholerae	species	0.706	13553	3.48	10.73	348	76702	3048	19	0	0	1
C30	bin.9	72.11	2) medium quality	78.31	1.24	0	Sutterella	genus	0.787	Sutterella sp. 63_29	species	0.477	6025	1.34	6.57	239	44342	1230	29	0	0	0
C30	maxbin.001	-59.49	0) really bad	82.76	28.45	100	Prevotella	genus	0.768	Prevotella sp. AM23-5	species	0.54	27851	4.25	237.1	318	111652	3309	36	0	4	5
C30	maxbin.015_sub	32.89	1) low quality	39.54	1.33	3.7	Escherichia coli	species	0.707	Escherichia coli	species	0.707	1717	2.33	4.6	1357	11833	2586	17	0	0	0
C30	unbinned	-14507.6	0) really bad	100	2921.52	4.74	Bacteria	superkingdom	0.666	Unclassified	Unclassified	0.149	1413	111.2	10.63	233755	113714	0	865	26	28	43
C31	21	81.92	2) medium quality	88.57	1.33	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.695	Unclassified	Unclassified	0.695	6111	1.85	7.84	403	21852	1755	31	1	0	0
C31	37_sub	69.89	2) medium quality	75.39	1.1	50	Bacteria	superkingdom	0.74	Cyanobacteria bacterium UBA4641	species	0.317	3908	1.59	15.76	481	14847	1407	37	0	0	0
C31	4	96.64	3) high quality Nayfach	96.64	0	0	Ruminococcaceae bacterium	species	0.754	Ruminococcaceae bacterium	species	0.754	47926	1.73	41.29	51	158908	1594	30	0	0	1
C31	43	85.65	3) high quality Nayfach	95.95	2.06	20	Bacteroides sp. CAG:709	species	0.788	Unclassified	Unclassified	0.486	31159	2.79	19.14	159	86996	2161	39	0	0	0
C31	44	44.25	1) low quality	46.85	0.52	33.33	Clostridium sp. CAG:413	species	0.963	Clostridium sp. CAG:413	species	0.963	1646	0.99	6.26	602	5651	921	4	0	0	0
C31	45	85.15	3) high quality Nayfach	97.75	2.52	62.5	Prevotellaceae	family	0.666	Prevotella sp.	species	0.59	45620	3.52	165.3	154	162989	2946	44	1	0	1
C31	47	75.32	2) medium quality	86.97	2.33	0	Clostridiales bacterium	species	0.958	Clostridiales bacterium	species	0.958	5114	2.64	8.84	663	28424	2302	31	0	0	1
C31	50	95.1	3) high quality Nayfach	95.1	0	0	Bacteria	superkingdom	0.692	uncultured Clostridiales bacterium	species	0.143	14246	1.6	11.71	175	61053	1511	29	0	0	0
C31	66	86.69	3) high quality Nayfach	92.44	1.15	0	Lachnospiraceae bacterium	species	0.703	Lachnospiraceae bacterium	species	0.703	14235	2.63	16.08	286	68856	2345	22	0	0	0
C31	71	61.32	2) medium quality	86.87	5.11	10	Life	life	0.67	Unclassified	Unclassified	0.293	4298	2.3	8.15	618	34185	2323	28	0	0	3
C31	73_sub	93.61	3) high quality Nayfach	98.66	1.01	0	Eubacteriaceae	family	0.768	Eubacterium sp. CAG:202	species	0.406	12874	2.31	28.83	292	46374	2143	42	0	0	2
C31	75	65.9	2) medium quality	82.1	3.24	57.14	Clostridiales	order	0.671	Clostridiales bacterium	species	0.104	5838	2.34	10.65	528	31062	2154	18	0	0	1
C31	77	73.67	2) medium quality	79.97	1.26	20	unclassified Akkermansia	no rank	0.977	unclassified Akkermansia	no rank	0.977	2856	2.22	6.81	891	10621	2243	32	0	0	0
C31	bin.10_sub	51.25	2) medium quality	55.45	0.84	27.27	Clostridiales	order	0.691	[Ruminococcus] torques L2-14	strain	0.195	4106	1.3	12.8	308	15952	1091	6	0	0	0
C31	bin.17	73.63	3) high quality Nayfach	92.23	3.72	0	Lentisphaeria	class	0.73	Lentisphaeria bacterium	species	0.614	17098	4.06	11.79	328	73569	3244	44	0	0	0
C31	bin.18	90.86	3) high quality Nayfach	95.71	0.97	0	Lachnospiraceae	family	0.661	uncultured Lachnospiraceae bacterium	species	0.502	22443	2.44	17.78	154	56682	2204	23	0	0	0
C31	bin.19_sub	84.88	2) medium quality	86.58	0.34	100	Butyrivibrio	genus	0.934	Butyrivibrio crossotus	species	0.65	12129	1.96	25.86	198	46473	1809	21	0	0	0
C31	bin.26	97.93	3) high quality Nayfach	99.38	0.29	0	Succinatimonas	genus	0.989	Succinatimonas sp. UBA2849	species	0.626	192411	2.34	130.59	35	353716	1970	47	0	0	0
C31	bin.39	93.81	3) high quality Nayfach	96.51	0.54	0	Bacteroidales bacterium UBA4621	species	0.923	Bacteroidales bacterium UBA4621	species	0.923	42542	2.32	26.15	76	100712	1877	34	0	0	0
C31	bin.41	66.52	2) medium quality	73.52	1.4	0	Clostridium sp. CAG:465	species	0.904	Clostridium sp. CAG:465	species	0.904	13077	1.33	29.97	140	48231	1345	30	0	0	0
C31	maxbin.007	76.37	3) high quality Nayfach	95.67	3.86	7.14	Clostridiaceae	family	0.763	Clostridiaceae bacterium	species	0.554	29926	3.33	33.49	214	79014	2935	37	0	0	0
C31	unbinned	-34168.5	0) really bad	100	6853.7	2.49	Bacteria	superkingdom	0.662	Unclassified	Unclassified	0.281	1436	216.9	0	468252	129502	0	2025	59	58	87
C32	10	77.3	2) medium quality	80.65	0.67	100	Ruminococcus sp. CAG:724	species	0.949	Ruminococcus sp. CAG:724	species	0.949	4514	1.55	8.54	428	14956	1370	7	0	0	0
C32	21	85.21	2) medium quality	95.01	1.96	75	Klebsiella pneumoniae	species	0.937	Klebsiella pneumoniae	species	0.937	12471	5.04	11.3	578	69301	4842	34	1	0	2
C32	22	89.11	2) medium quality	89.16	0.01	0	Bacteroidales	order	0.676	uncultured Prevotellaceae bacterium	species	0.418	7571	2.28	10.34	400	28104	1671	16	0	0	0
C32	24	32.06	1) low quality	39.36	1.46	50	Haemophilus parainfluenzae	species	0.67	Haemophilus parainfluenzae ATCC 33392	strain	0.402	1573	0.66	6.46	421	9183	518	1	0	0	0
C32	26	77.61	2) medium quality	85.71	1.62	50	Phascolarctobacterium succinatutens CAG:287	strain	0.809	Phascolarctobacterium succinatutens CAG:287	strain	0.809	2621	1.65	6.81	711	12636	1614	11	0	0	0
C32	28	58.72	2) medium quality	72.82	2.82	25	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.677	Unclassified	Unclassified	0.677	3144	1.53	6.99	580	15331	1202	11	0	0	0
C32	39	91.27	3) high quality Nayfach	94.57	0.66	0	Sutterella	genus	0.719	Sutterella sp. 63_29	species	0.441	10673	2.5	8.91	334	120166	2276	48	0	0	0
C32	43	85.71	2) medium quality	93.06	1.47	25	Succinatimonas	genus	0.828	Succinatimonas sp. UBA2849	species	0.47	5427	2.07	11.63	522	22308	1757	29	0	0	0
C32	5_sub	48.81	2) medium quality	70.11	4.26	18.18	Alistipes	genus	0.699	Alistipes sp. 56_sp_Nov_56_25	species	0.536	7295	3.09	9.98	501	36031	2645	28	0	0	0
C32	52	55.88	2) medium quality	69.78	2.78	33.33	Bacteroidales bacterium 55_9	species	0.722	Bacteroidales bacterium 55_9	species	0.577	2887	1.83	5.71	759	8594	1624	11	0	0	0
C32	61_sub	15.23	1) low quality	28.43	2.64	0	Firmicutes	phylum	0.67	Unclassified	Unclassified	0.128	4642	3.14	10.7	766	43388	3159	19	2	1	0
C32	71	77.01	2) medium quality	78.86	0.37	0	Prevotellaceae bacterium	species	0.977	Prevotellaceae bacterium	species	0.977	4525	2.17	7.85	582	20852	1623	23	0	0	0
C32	73	-77.63	0) really bad	85.17	32.56	12.9	Firmicutes	phylum	0.743	Lachnospiraceae bacterium	species	0.542	3011	3.33	7.73	1198	14365	2926	8	0	0	0
C32	76	97.22	3) high quality Nayfach	97.82	0.12	0	Prevotellaceae	family	0.711	Prevotella sp. Marseille-P4119	species	0.295	20393	2.97	30.72	211	70079	2215	28	0	0	1
C32	bin.15	86.33	3) high quality Nayfach	90.53	0.84	100	uncultured Clostridiales bacterium	species	0.78	uncultured Clostridiales bacterium	species	0.78	12760	1.59	14.93	162	38792	1523	28	0	0	1
C32	bin.21	87.69	3) high quality Nayfach	90.84	0.63	0	Bacteroidales	order	0.78	Unclassified	Unclassified	0.313	17224	2.94	15.68	256	48788	2200	34	0	0	0
C32	maxbin.030_sub	-13.5	0) really bad	39.1	10.52	6.67	Bacteria	superkingdom	0.694	Veillonella dispar	species	0.276	1510	1.12	6.32	737	8323	825	2	0	0	0
C32	unbinned	-25828.3	0) really bad	100	5185.66	3.36	Bacteria	superkingdom	0.664	Unclassified	Unclassified	0.257	1222	202.07	0	423423	73789	0	1532	65	66	80
C33	12	44.84	2) medium quality	51.09	1.25	25	Ruminococcaceae bacterium	species	0.705	Unclassified	Unclassified	0.597	1876	0.93	5.74	507	8161	790	3	0	0	0
C33	17	82.23	2) medium quality	85.23	0.6	50	[Eubacterium] rectale	species	0.783	[Eubacterium] rectale	species	0.653	3833	2.26	9	718	22157	1892	6	0	0	0
C33	18	68.99	2) medium quality	83.54	2.91	0	Clostridium sp. CAG:138	species	0.978	Clostridium sp. CAG:138	species	0.978	5026	1.6	7.6	404	25025	1425	15	0	0	0
C33	19	76.15	2) medium quality	85.75	1.92	14.29	Bacteroidales bacterium 55_9	species	0.744	Bacteroidales bacterium 55_9	species	0.603	5001	2.18	7.08	568	20881	1799	16	0	0	1
C33	2	76.39	2) medium quality	76.39	0	0	Clostridiales bacterium	species	0.967	Clostridiales bacterium	species	0.967	3232	1.13	6.58	416	12469	1026	11	0	0	0
C33	20_sub	77.65	2) medium quality	87.1	1.89	53.85	Alistipes putredinis	species	0.826	Alistipes putredinis	species	0.826	4597	1.93	7.63	528	19722	1731	21	0	1	1
C33	23	97.55	3) high quality Nayfach	97.55	0	0	Bacteroidales	order	0.978	Bacteroidales bacterium H9	species	0.53	41039	2.52	33.69	91	166929	2122	47	0	0	0
C33	29	84.79	2) medium quality	84.79	0	0	Catabacter sp. UBA7571	species	0.741	Catabacter sp. UBA7571	species	0.741	73498	1.59	42.03	30	227981	1297	44	1	1	1
C33	34_sub	72.39	2) medium quality	86.49	2.82	60	Christensenellaceae bacterium Phil1	species	0.94	Christensenellaceae bacterium Phil1	species	0.94	4851	1.93	7.62	493	17901	1839	18	0	0	0
C33	35	79	2) medium quality	79.7	0.14	0	Clostridiales bacterium	species	0.934	Clostridiales bacterium	species	0.934	4043	2.57	6.56	767	21161	2334	17	0	0	2
C33	38	85.4	2) medium quality	89.45	0.81	0	Clostridiales	order	0.684	Unclassified	Unclassified	0.36	6456	1.69	13.81	357	37300	1438	22	1	0	0
C33	44_sub	75.54	2) medium quality	84.24	1.74	100	Ruminococcaceae bacterium	species	0.946	Ruminococcaceae bacterium	species	0.946	9065	1.83	16.96	270	34251	1629	12	0	0	0
C33	45	81.29	2) medium quality	86.04	0.95	0	uncultured bacterium	species	0.956	uncultured bacterium	species	0.956	5896	1.69	12.54	376	23442	1484	29	0	0	0
C33	5	33.23	1) low quality	36.23	0.6	57.14	Haemophilus parainfluenzae	species	0.717	Haemophilus parainfluenzae T3T1	strain	0.401	1530	0.63	6.06	403	4661	517	4	0	0	0
C33	51_sub	67.01	2) medium quality	70.36	0.67	0	Bacteria	superkingdom	0.685	Unclassified	Unclassified	0.165	3884	1.54	6.57	486	18683	1343	17	0	0	0
C33	53	19.22	1) low quality	49.52	6.06	0	Ruminococcaceae	family	0.707	Unclassified	Unclassified	0.336	1635	1.09	4.71	663	6048	939	2	0	0	0
C33	59	22.8	2) medium quality	61.9	7.82	15	Firmicutes	phylum	0.819	Lachnospiraceae bacterium	species	0.642	2025	2.26	5.47	1154	8312	1934	8	0	0	0
C33	76	66.26	2) medium quality	76.91	2.13	50	Ruminococcus sp. CAG:724	species	0.872	Ruminococcus sp. CAG:724	species	0.872	3736	1.62	8.36	516	31771	1495	10	0	0	0
C33	bin.10	72.4	2) medium quality	79.1	1.34	0	Clostridiales bacterium UBA7739	species	0.71	Clostridiales bacterium UBA7739	species	0.71	7931	1.53	14.64	224	23724	1415	32	0	0	1
C33	bin.20	65.76	2) medium quality	65.76	0	0	Clostridiales	order	0.688	Clostridiales bacterium	species	0.338	66009	0.91	42.46	32	199682	772	37	0	0	1
C33	bin.28	93	3) high quality Nayfach	96.5	0.7	0	Clostridiales	order	0.668	uncultured Ruminococcus sp.	species	0.202	17956	1.82	14.71	145	59315	1564	26	0	0	0
C33	bin.34	52.55	2) medium quality	55.9	0.67	100	Bacteria	superkingdom	0.668	uncultured Clostridiales bacterium	species	0.171	5020	1.67	6.94	350	16116	1526	11	0	0	1
C33	maxbin.038_sub	19.79	1) low quality	39.94	4.03	0	Life	life	0.662	Catabacter sp. UBA7868	species	0.264	1697	0.49	6.21	286	16360	388	8	0	0	0
C33	maxbin.043_sub	-6.9	0) really bad	77.55	16.89	5.26	Ruminococcus	genus	0.68	uncultured Ruminococcus sp.	species	0.367	2397	2.5	6.01	1139	16868	2528	9	0	0	1
C33	maxbin.045	47.48	2) medium quality	71.28	4.76	0	Life	life	0.664	Lentisphaeria bacterium	species	0.327	3509	3.03	5.78	1040	19306	2678	27	0	0	0
C33	unbinned	-33570.65	0) really bad	100	6734.13	2.68	Bacteria	superkingdom	0.666	Unclassified	Unclassified	0.326	1334	224.38	0	476029	163635	0	2008	72	86	96
C4	103_sub	62.2	2) medium quality	78.35	3.23	16.67	Life	life	0.663	Clostridiales bacterium	species	0.258	6895	1.95	10.39	360	50237	1495	14	0	0	0
C4	106	69.34	2) medium quality	81.14	2.36	16.67	Bacteria	superkingdom	0.671	Lentisphaeria bacterium	species	0.358	5429	3.56	6.31	783	23401	3052	34	0	0	0
C4	114	67.81	2) medium quality	76.36	1.71	10	Sutterella sp.	species	0.664	Sutterella sp.	species	0.664	2961	1.58	5.45	616	26558	1621	17	0	0	1
C4	115	78.71	2) medium quality	87.16	1.69	0	Clostridia bacterium	species	0.713	Clostridia bacterium	species	0.713	3678	1.56	7.2	509	25227	1546	5	0	0	0
C4	120	17.02	1) low quality	42.42	5.08	0	Life	life	0.663	Cloacibacillus porcorum	species	0.249	1786	1.16	4.48	663	8352	1249	13	0	0	0
C4	126	89.71	2) medium quality	93.26	0.71	0	Life	life	0.665	Unclassified	Unclassified	0.174	6553	2.27	10.39	476	28676	2087	17	0	0	1
C4	15	64.41	2) medium quality	82.31	3.58	12.5	uncultured bacterium	species	0.769	uncultured bacterium	species	0.769	5202	3.31	7.21	827	18819	2789	39	0	0	0
C4	16	-40.73	0) really bad	90.52	26.25	4	Bacteria	superkingdom	0.667	uncultured Prevotellaceae bacterium	species	0.263	5363	3.31	8.07	743	37982	2797	25	0	0	0
C4	19	14.6	0) really bad	85.2	14.12	96.88	Oribacterium sp.	species	0.686	Oribacterium sp.	species	0.6	3563	2.63	12.59	903	24924	2349	29	0	0	0
C4	22_sub	75.94	2) medium quality	75.94	0	0	Butyrivibrio crossotus	species	0.878	Butyrivibrio crossotus	species	0.878	3282	1.54	7.7	557	15031	1354	21	0	0	0
C4	28	81.74	2) medium quality	90.19	1.69	0	Firmicutes bacterium CAG:552	species	0.967	Firmicutes bacterium CAG:552	species	0.967	9042	1.33	11.39	207	38200	1124	18	0	0	0
C4	29	91.15	3) high quality Nayfach	97.4	1.25	0	Sutterella sp. UBA4713	species	0.935	Sutterella sp. UBA4713	species	0.935	62035	1.7	14.09	46	191462	1533	45	0	0	0
C4	31	84	3) high quality Nayfach	94.85	2.17	0	uncultured Desulfovibrio sp.	species	0.962	uncultured Desulfovibrio sp.	species	0.962	14643	2.38	8.41	239	122918	2080	46	0	0	0
C4	36_sub	59.16	2) medium quality	62.51	0.67	0	Bacteria	superkingdom	0.679	Unclassified	Unclassified	0.201	2885	1.38	5.66	547	12569	1250	15	0	0	0
C4	40	89.05	2) medium quality	93.35	0.86	0	Mitsuokella	genus	0.731	Mitsuokella multacida DSM 20544	strain	0.636	8096	2.15	7.97	381	31971	2104	32	0	0	0
C4	44	97.96	3) high quality Nayfach	97.96	0	0	Akkermansia muciniphila	species	0.868	Akkermansia muciniphila	species	0.868	114823	2.76	76.32	42	558763	2334	49	0	0	0
C4	54	83.2	3) high quality Nayfach	90.65	1.49	33.33	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.75	Unclassified	Unclassified	0.75	10871	2.22	8.81	309	42608	1888	38	0	0	0
C4	56	66.89	2) medium quality	82.24	3.07	21.43	Bifidobacterium adolescentis	species	0.796	Bifidobacterium adolescentis	species	0.796	3465	1.73	5.71	618	14150	1693	38	0	0	1
C4	6	68.24	2) medium quality	72.29	0.81	50	Bacteroidales	order	0.661	Bacteroidales bacterium UBA6340	species	0.208	2864	1.93	5.77	769	12987	1769	11	0	0	0
C4	60	97.27	3) high quality Nayfach	97.27	0	0	Ruminococcaceae bacterium	species	0.989	Ruminococcaceae bacterium	species	0.989	275377	2.3	83.82	19	517815	2069	41	0	0	1
C4	65_sub	48.71	2) medium quality	66.66	3.59	0	Bacteroidales	order	0.665	Bacteroidales bacterium UBA6360	species	0.453	8277	3.16	16.9	440	115262	2533	18	0	1	1
C4	81_sub	77.42	2) medium quality	83.42	1.2	12.5	Firmicutes bacterium CAG:238	species	0.718	Firmicutes bacterium CAG:238	species	0.58	5383	2.54	11	563	54598	2584	16	0	0	0
C4	83	74.63	2) medium quality	82.08	1.49	25	Life	life	0.663	Unclassified	Unclassified	0.21	4005	1.56	6.43	485	33476	1430	7	0	0	0
C4	84	27	0) really bad	98.25	14.25	3.57	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.683	Unclassified	Unclassified	0.683	7723	2.11	7.9	344	36553	1998	20	0	0	0
C4	88_sub	23.59	2) medium quality	70.49	9.38	4.65	Life	life	0.66	Unclassified	Unclassified	0.172	3384	6.09	8.07	1973	29968	5998	67	1	1	3
C4	91_sub	58.64	2) medium quality	82.89	4.85	11.11	Clostridiales	order	0.677	Lachnospiraceae bacterium	species	0.322	5758	2.63	6.73	551	32372	2360	18	0	0	0
C4	99	87.08	2) medium quality	87.08	0	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.932	Unclassified	Unclassified	0.932	4586	1.15	10.97	323	21487	891	23	0	0	0
C4	bin.13	90.5	3) high quality Nayfach	94.05	0.71	0	Bacteroidales	order	0.67	Bacteroidales bacterium UBA6377	species	0.353	56412	2.37	26.92	63	175523	1857	40	0	0	0
C4	bin.25	71.23	3) high quality Nayfach	91.23	4	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.669	Unclassified	Unclassified	0.669	18979	2.21	41.8	194	68923	2017	27	0	0	2
C4	bin.26	94.79	3) high quality Nayfach	97.94	0.63	0	Dialister sp.	species	0.671	Dialister sp.	species	0.671	32490	2.19	25.31	114	180237	1805	51	0	0	0
C4	bin.34	74.21	2) medium quality	89.71	3.1	37.5	Bacteroides sp. CAG:709	species	0.823	Unclassified	Unclassified	0.551	50772	2.55	43.3	78	156610	1914	38	0	0	0
C4	bin.36	73.28	2) medium quality	86.38	2.62	83.33	Alistipes sp. CAG:514	species	0.703	Unclassified	Unclassified	0.451	33078	3.25	172.84	186	106032	2466	39	0	0	0
C4	bin.38	68.77	2) medium quality	76.32	1.51	0	Oscillibacter sp.	species	0.763	Oscillibacter sp.	species	0.763	18900	2.13	45.86	190	88846	2051	21	0	0	0
C4	bin.40	97.2	3) high quality Nayfach	97.2	0	0	Treponema succinifaciens DSM 2489	strain	0.962	Treponema succinifaciens DSM 2489	strain	0.962	47897	2.41	31.86	82	139721	2194	41	0	0	1
C4	bin.42	95.08	3) high quality Nayfach	95.08	0	0	Ruminococcus sp. CAG:563	species	0.974	Ruminococcus sp. CAG:563	species	0.974	22715	2.14	18.28	145	81650	1879	27	0	0	1
C4	bin.49	32.06	1) low quality	35.41	0.67	0	Clostridiales bacterium UBA7739	species	0.739	Clostridiales bacterium UBA7739	species	0.739	4089	0.94	7.23	232	9081	941	4	0	0	0
C4	bin.50_sub	36.07	1) low quality	45.07	1.8	11.11	Clostridiales	order	0.685	Ruminococcaceae bacterium	species	0.392	4937	1.18	6.62	250	24127	1196	7	0	0	0
C4	bin.59	83.8	2) medium quality	87.15	0.67	0	Clostridiales	order	0.687	Clostridiales bacterium	species	0.471	14384	2.02	8.68	198	39743	1910	27	0	0	0
C4	bin.65	84.12	2) medium quality	84.12	0	0	Clostridiales bacterium	species	0.749	Clostridiales bacterium	species	0.749	80546	1.6	62.68	27	242194	1251	39	2	1	1
C4	bin.69	96.81	3) high quality Nayfach	96.81	0	0	Ruminococcus champanellensis 18P13 = JCM 17042	strain	0.986	Ruminococcus champanellensis 18P13 = JCM 17042	strain	0.986	40425	2.15	14.01	82	186286	1907	37	0	0	1
C4	bin.72_sub	88.55	3) high quality Nayfach	91.9	0.67	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.884	Unclassified	Unclassified	0.884	159926	1.68	63.24	18	339745	1530	40	0	0	0
